dataset,area,sex,ICCC,graph,year,age_group,measure,value_text
CYPC,British Columbia,2,36,L,2023,S,1,<5
CYPC,British Columbia,2,36,L,2023,S,2,<5
CYPC,British Columbia,2,36,L,2023,S,5,
CYPC,British Columbia,2,36,L,2023,S,6,
CYPC,British Columbia,2,40,L,2023,B,1,5
CYPC,British Columbia,2,40,L,2023,B,2,10
CYPC,British Columbia,2,40,L,2023,B,3,249.88
CYPC,British Columbia,2,40,L,2023,B,4,96.13
CYPC,British Columbia,2,40,L,2023,C,1,<5
CYPC,British Columbia,2,40,L,2023,C,2,10
CYPC,British Columbia,2,40,L,2023,C,3,
CYPC,British Columbia,2,40,L,2023,C,4,22.3
CYPC,British Columbia,2,40,L,2023,D,1,<5
CYPC,British Columbia,2,40,L,2023,D,2,<5
CYPC,British Columbia,2,40,L,2023,D,3,
CYPC,British Columbia,2,40,L,2023,D,4,
CYPC,British Columbia,2,40,L,2023,E,1,<5
CYPC,British Columbia,2,40,L,2023,E,2,<5
CYPC,British Columbia,2,40,L,2023,E,3,
CYPC,British Columbia,2,40,L,2023,E,4,
CYPC,British Columbia,2,40,L,2023,S,1,5
CYPC,British Columbia,2,40,L,2023,S,2,25
CYPC,British Columbia,2,40,L,2023,S,5,26.35
CYPC,British Columbia,2,40,L,2023,S,6,12.45
CYPC,British Columbia,2,41,L,2023,B,1,5
CYPC,British Columbia,2,41,L,2023,B,2,5
CYPC,British Columbia,2,41,L,2023,B,3,249.88
CYPC,British Columbia,2,41,L,2023,B,4,48.06
CYPC,British Columbia,2,41,L,2023,C,1,<5
CYPC,British Columbia,2,41,L,2023,C,2,10
CYPC,British Columbia,2,41,L,2023,C,3,
CYPC,British Columbia,2,41,L,2023,C,4,22.3
CYPC,British Columbia,2,41,L,2023,D,1,<5
CYPC,British Columbia,2,41,L,2023,D,2,<5
CYPC,British Columbia,2,41,L,2023,D,3,
CYPC,British Columbia,2,41,L,2023,D,4,
CYPC,British Columbia,2,41,L,2023,E,1,<5
CYPC,British Columbia,2,41,L,2023,E,2,<5
CYPC,British Columbia,2,41,L,2023,E,3,
CYPC,British Columbia,2,41,L,2023,E,4,
CYPC,British Columbia,2,41,L,2023,S,1,10
CYPC,British Columbia,2,41,L,2023,S,2,20
CYPC,British Columbia,2,41,L,2023,S,5,26.35
CYPC,British Columbia,2,41,L,2023,S,6,12.45
CYPC,British Columbia,2,42,L,2023,B,1,<5
CYPC,British Columbia,2,42,L,2023,B,2,<5
CYPC,British Columbia,2,42,L,2023,B,3,
CYPC,British Columbia,2,42,L,2023,B,4,
CYPC,British Columbia,2,42,L,2023,C,1,<5
CYPC,British Columbia,2,42,L,2023,C,2,<5
CYPC,British Columbia,2,42,L,2023,C,3,
CYPC,British Columbia,2,42,L,2023,C,4,
CYPC,British Columbia,2,42,L,2023,D,1,<5
CYPC,British Columbia,2,42,L,2023,D,2,<5
CYPC,British Columbia,2,42,L,2023,D,3,
CYPC,British Columbia,2,42,L,2023,D,4,
CYPC,British Columbia,2,42,L,2023,E,1,<5
CYPC,British Columbia,2,42,L,2023,E,2,<5
CYPC,British Columbia,2,42,L,2023,E,3,
CYPC,British Columbia,2,42,L,2023,E,4,
CYPC,British Columbia,2,42,L,2023,S,1,<5
CYPC,British Columbia,2,42,L,2023,S,2,<5
CYPC,British Columbia,2,42,L,2023,S,5,
CYPC,British Columbia,2,42,L,2023,S,6,
CYPC,British Columbia,2,50,L,2023,B,1,<5
CYPC,British Columbia,2,50,L,2023,B,2,<5
CYPC,British Columbia,2,50,L,2023,B,3,
CYPC,British Columbia,2,50,L,2023,B,4,
CYPC,British Columbia,2,50,L,2023,C,1,<5
CYPC,British Columbia,2,50,L,2023,C,2,<5
CYPC,British Columbia,2,50,L,2023,C,3,
CYPC,British Columbia,2,50,L,2023,C,4,
CYPC,British Columbia,2,50,L,2023,D,1,<5
CYPC,British Columbia,2,50,L,2023,D,2,<5
CYPC,British Columbia,2,50,L,2023,D,3,
CYPC,British Columbia,2,50,L,2023,D,4,
CYPC,British Columbia,2,50,L,2023,E,1,<5
CYPC,British Columbia,2,50,L,2023,E,2,<5
CYPC,British Columbia,2,50,L,2023,E,3,
CYPC,British Columbia,2,50,L,2023,E,4,
CYPC,British Columbia,2,50,L,2023,S,1,<5
CYPC,British Columbia,2,50,L,2023,S,2,10
CYPC,British Columbia,2,50,L,2023,S,5,
CYPC,British Columbia,2,50,L,2023,S,6,5.66
CYPC,British Columbia,2,60,L,2023,B,1,<5
CYPC,British Columbia,2,60,L,2023,B,2,<5
CYPC,British Columbia,2,60,L,2023,B,3,
CYPC,British Columbia,2,60,L,2023,B,4,
CYPC,British Columbia,2,60,L,2023,C,1,<5
CYPC,British Columbia,2,60,L,2023,C,2,10
CYPC,British Columbia,2,60,L,2023,C,3,
CYPC,British Columbia,2,60,L,2023,C,4,22.3
CYPC,British Columbia,2,60,L,2023,D,1,<5
CYPC,British Columbia,2,60,L,2023,D,2,5
CYPC,British Columbia,2,60,L,2023,D,3,
CYPC,British Columbia,2,60,L,2023,D,4,8.2
CYPC,British Columbia,2,60,L,2023,E,1,<5
CYPC,British Columbia,2,60,L,2023,E,2,<5
CYPC,British Columbia,2,60,L,2023,E,3,
CYPC,British Columbia,2,60,L,2023,E,4,
CYPC,British Columbia,2,60,L,2023,S,1,<5
CYPC,British Columbia,2,60,L,2023,S,2,15
CYPC,British Columbia,2,60,L,2023,S,5,
CYPC,British Columbia,2,60,L,2023,S,6,8.43
CYPC,British Columbia,2,61,L,2023,B,1,<5
CYPC,British Columbia,2,61,L,2023,B,2,<5
CYPC,British Columbia,2,61,L,2023,B,3,
CYPC,British Columbia,2,61,L,2023,B,4,
CYPC,British Columbia,2,61,L,2023,C,1,<5
CYPC,British Columbia,2,61,L,2023,C,2,10
CYPC,British Columbia,2,61,L,2023,C,3,
CYPC,British Columbia,2,61,L,2023,C,4,22.3
CYPC,British Columbia,2,61,L,2023,D,1,<5
CYPC,British Columbia,2,61,L,2023,D,2,5
CYPC,British Columbia,2,61,L,2023,D,3,
CYPC,British Columbia,2,61,L,2023,D,4,8.2
CYPC,British Columbia,2,61,L,2023,E,1,<5
CYPC,British Columbia,2,61,L,2023,E,2,<5
CYPC,British Columbia,2,61,L,2023,E,3,
CYPC,British Columbia,2,61,L,2023,E,4,
CYPC,British Columbia,2,61,L,2023,S,1,<5
CYPC,British Columbia,2,61,L,2023,S,2,15
CYPC,British Columbia,2,61,L,2023,S,5,
CYPC,British Columbia,2,61,L,2023,S,6,8.43
CYPC,British Columbia,2,62,L,2023,B,1,<5
CYPC,British Columbia,2,62,L,2023,B,2,<5
CYPC,British Columbia,2,62,L,2023,B,3,
CYPC,British Columbia,2,62,L,2023,B,4,
CYPC,British Columbia,2,62,L,2023,C,1,<5
CYPC,British Columbia,2,62,L,2023,C,2,<5
CYPC,British Columbia,2,62,L,2023,C,3,
CYPC,British Columbia,2,62,L,2023,C,4,
CYPC,British Columbia,2,62,L,2023,D,1,<5
CYPC,British Columbia,2,62,L,2023,D,2,<5
CYPC,British Columbia,2,62,L,2023,D,3,
CYPC,British Columbia,2,62,L,2023,D,4,
CYPC,British Columbia,2,62,L,2023,E,1,<5
CYPC,British Columbia,2,62,L,2023,E,2,<5
CYPC,British Columbia,2,62,L,2023,E,3,
CYPC,British Columbia,2,62,L,2023,E,4,
CYPC,British Columbia,2,62,L,2023,S,1,<5
CYPC,British Columbia,2,62,L,2023,S,2,<5
CYPC,British Columbia,2,62,L,2023,S,5,
CYPC,British Columbia,2,62,L,2023,S,6,
CYPC,British Columbia,2,63,L,2023,B,1,<5
CYPC,British Columbia,2,63,L,2023,B,2,<5
CYPC,British Columbia,2,63,L,2023,B,3,
CYPC,British Columbia,2,63,L,2023,B,4,
CYPC,British Columbia,2,63,L,2023,C,1,<5
CYPC,British Columbia,2,63,L,2023,C,2,<5
CYPC,British Columbia,2,63,L,2023,C,3,
CYPC,British Columbia,2,63,L,2023,C,4,
CYPC,British Columbia,2,63,L,2023,D,1,<5
CYPC,British Columbia,2,63,L,2023,D,2,<5
CYPC,British Columbia,2,63,L,2023,D,3,
CYPC,British Columbia,2,63,L,2023,D,4,
CYPC,British Columbia,2,63,L,2023,E,1,<5
CYPC,British Columbia,2,63,L,2023,E,2,<5
CYPC,British Columbia,2,63,L,2023,E,3,
CYPC,British Columbia,2,63,L,2023,E,4,
CYPC,British Columbia,2,63,L,2023,S,1,<5
CYPC,British Columbia,2,63,L,2023,S,2,<5
CYPC,British Columbia,2,63,L,2023,S,5,
CYPC,British Columbia,2,63,L,2023,S,6,
CYPC,British Columbia,2,70,L,2023,B,1,<5
CYPC,British Columbia,2,70,L,2023,B,2,<5
CYPC,British Columbia,2,70,L,2023,B,3,
CYPC,British Columbia,2,70,L,2023,B,4,
CYPC,British Columbia,2,70,L,2023,C,1,<5
CYPC,British Columbia,2,70,L,2023,C,2,<5
CYPC,British Columbia,2,70,L,2023,C,3,
CYPC,British Columbia,2,70,L,2023,C,4,
CYPC,British Columbia,2,70,L,2023,D,1,<5
CYPC,British Columbia,2,70,L,2023,D,2,<5
CYPC,British Columbia,2,70,L,2023,D,3,
CYPC,British Columbia,2,70,L,2023,D,4,
CYPC,British Columbia,2,70,L,2023,E,1,<5
CYPC,British Columbia,2,70,L,2023,E,2,<5
CYPC,British Columbia,2,70,L,2023,E,3,
CYPC,British Columbia,2,70,L,2023,E,4,
CYPC,British Columbia,2,70,L,2023,S,1,<5
CYPC,British Columbia,2,70,L,2023,S,2,<5
CYPC,British Columbia,2,70,L,2023,S,5,
CYPC,British Columbia,2,70,L,2023,S,6,
CYPC,British Columbia,2,71,L,2023,B,1,<5
CYPC,British Columbia,2,71,L,2023,B,2,<5
CYPC,British Columbia,2,71,L,2023,B,3,
CYPC,British Columbia,2,71,L,2023,B,4,
CYPC,British Columbia,2,71,L,2023,C,1,<5
CYPC,British Columbia,2,71,L,2023,C,2,<5
CYPC,British Columbia,2,71,L,2023,C,3,
CYPC,British Columbia,2,71,L,2023,C,4,
CYPC,British Columbia,2,71,L,2023,D,1,<5
CYPC,British Columbia,2,71,L,2023,D,2,<5
CYPC,British Columbia,2,71,L,2023,D,3,
CYPC,British Columbia,2,71,L,2023,D,4,
CYPC,British Columbia,2,71,L,2023,E,1,<5
CYPC,British Columbia,2,71,L,2023,E,2,<5
CYPC,British Columbia,2,71,L,2023,E,3,
CYPC,British Columbia,2,71,L,2023,E,4,
CYPC,British Columbia,2,71,L,2023,S,1,<5
CYPC,British Columbia,2,71,L,2023,S,2,<5
CYPC,British Columbia,2,71,L,2023,S,5,
CYPC,British Columbia,2,71,L,2023,S,6,
CYPC,British Columbia,2,72,L,2023,B,1,<5
CYPC,British Columbia,2,72,L,2023,B,2,<5
CYPC,British Columbia,2,72,L,2023,B,3,
CYPC,British Columbia,2,72,L,2023,B,4,
CYPC,British Columbia,2,72,L,2023,C,1,<5
CYPC,British Columbia,2,72,L,2023,C,2,<5
CYPC,British Columbia,2,72,L,2023,C,3,
CYPC,British Columbia,2,72,L,2023,C,4,
CYPC,British Columbia,2,72,L,2023,D,1,<5
CYPC,British Columbia,2,72,L,2023,D,2,<5
CYPC,British Columbia,2,72,L,2023,D,3,
CYPC,British Columbia,2,72,L,2023,D,4,
CYPC,British Columbia,2,72,L,2023,E,1,<5
CYPC,British Columbia,2,72,L,2023,E,2,<5
CYPC,British Columbia,2,72,L,2023,E,3,
CYPC,British Columbia,2,72,L,2023,E,4,
CYPC,British Columbia,2,72,L,2023,S,1,<5
CYPC,British Columbia,2,72,L,2023,S,2,<5
CYPC,British Columbia,2,72,L,2023,S,5,
CYPC,British Columbia,2,72,L,2023,S,6,
CYPC,British Columbia,2,73,L,2023,B,1,<5
CYPC,British Columbia,2,73,L,2023,B,2,<5
CYPC,British Columbia,2,73,L,2023,B,3,
CYPC,British Columbia,2,73,L,2023,B,4,
CYPC,British Columbia,2,73,L,2023,C,1,<5
CYPC,British Columbia,2,73,L,2023,C,2,<5
CYPC,British Columbia,2,73,L,2023,C,3,
CYPC,British Columbia,2,73,L,2023,C,4,
CYPC,British Columbia,2,73,L,2023,D,1,<5
CYPC,British Columbia,2,73,L,2023,D,2,<5
CYPC,British Columbia,2,73,L,2023,D,3,
CYPC,British Columbia,2,73,L,2023,D,4,
CYPC,British Columbia,2,73,L,2023,E,1,<5
CYPC,British Columbia,2,73,L,2023,E,2,<5
CYPC,British Columbia,2,73,L,2023,E,3,
CYPC,British Columbia,2,73,L,2023,E,4,
CYPC,British Columbia,2,73,L,2023,S,1,<5
CYPC,British Columbia,2,73,L,2023,S,2,<5
CYPC,British Columbia,2,73,L,2023,S,5,
CYPC,British Columbia,2,73,L,2023,S,6,
CYPC,British Columbia,2,80,L,2023,B,1,<5
CYPC,British Columbia,2,80,L,2023,B,2,<5
CYPC,British Columbia,2,80,L,2023,B,3,
CYPC,British Columbia,2,80,L,2023,B,4,
CYPC,British Columbia,2,80,L,2023,C,1,<5
CYPC,British Columbia,2,80,L,2023,C,2,<5
CYPC,British Columbia,2,80,L,2023,C,3,
CYPC,British Columbia,2,80,L,2023,C,4,
CYPC,British Columbia,2,80,L,2023,D,1,<5
CYPC,British Columbia,2,80,L,2023,D,2,<5
CYPC,British Columbia,2,80,L,2023,D,3,
CYPC,British Columbia,2,80,L,2023,D,4,
CYPC,British Columbia,2,80,L,2023,E,1,<5
CYPC,British Columbia,2,80,L,2023,E,2,5
CYPC,British Columbia,2,80,L,2023,E,3,
CYPC,British Columbia,2,80,L,2023,E,4,7.98
CYPC,British Columbia,2,80,L,2023,S,1,<5
CYPC,British Columbia,2,80,L,2023,S,2,10
CYPC,British Columbia,2,80,L,2023,S,5,
CYPC,British Columbia,2,80,L,2023,S,6,5.55
CYPC,British Columbia,2,81,L,2023,B,1,<5
CYPC,British Columbia,2,81,L,2023,B,2,<5
CYPC,British Columbia,2,81,L,2023,B,3,
CYPC,British Columbia,2,81,L,2023,B,4,
CYPC,British Columbia,2,81,L,2023,C,1,<5
CYPC,British Columbia,2,81,L,2023,C,2,<5
CYPC,British Columbia,2,81,L,2023,C,3,
CYPC,British Columbia,2,81,L,2023,C,4,
CYPC,British Columbia,2,81,L,2023,D,1,<5
CYPC,British Columbia,2,81,L,2023,D,2,<5
CYPC,British Columbia,2,81,L,2023,D,3,
CYPC,British Columbia,2,81,L,2023,D,4,
CYPC,British Columbia,2,81,L,2023,E,1,<5
CYPC,British Columbia,2,81,L,2023,E,2,<5
CYPC,British Columbia,2,81,L,2023,E,3,
CYPC,British Columbia,2,81,L,2023,E,4,
CYPC,British Columbia,2,81,L,2023,S,1,<5
CYPC,British Columbia,2,81,L,2023,S,2,5
CYPC,British Columbia,2,81,L,2023,S,5,
CYPC,British Columbia,2,81,L,2023,S,6,3.33
CYPC,British Columbia,2,82,L,2023,B,1,<5
CYPC,British Columbia,2,82,L,2023,B,2,<5
CYPC,British Columbia,2,82,L,2023,B,3,
CYPC,British Columbia,2,82,L,2023,B,4,
CYPC,British Columbia,2,82,L,2023,C,1,<5
CYPC,British Columbia,2,82,L,2023,C,2,<5
CYPC,British Columbia,2,82,L,2023,C,3,
CYPC,British Columbia,2,82,L,2023,C,4,
CYPC,British Columbia,2,82,L,2023,D,1,<5
CYPC,British Columbia,2,82,L,2023,D,2,<5
CYPC,British Columbia,2,82,L,2023,D,3,
CYPC,British Columbia,2,82,L,2023,D,4,
CYPC,British Columbia,2,82,L,2023,E,1,<5
CYPC,British Columbia,2,82,L,2023,E,2,<5
CYPC,British Columbia,2,82,L,2023,E,3,
CYPC,British Columbia,2,82,L,2023,E,4,
CYPC,British Columbia,2,82,L,2023,S,1,<5
CYPC,British Columbia,2,82,L,2023,S,2,<5
CYPC,British Columbia,2,82,L,2023,S,5,
CYPC,British Columbia,2,82,L,2023,S,6,
CYPC,British Columbia,2,83,L,2023,B,1,<5
CYPC,British Columbia,2,83,L,2023,B,2,<5
CYPC,British Columbia,2,83,L,2023,B,3,
CYPC,British Columbia,2,83,L,2023,B,4,
CYPC,British Columbia,2,83,L,2023,C,1,<5
CYPC,British Columbia,2,83,L,2023,C,2,<5
CYPC,British Columbia,2,83,L,2023,C,3,
CYPC,British Columbia,2,83,L,2023,C,4,
CYPC,British Columbia,2,83,L,2023,D,1,<5
CYPC,British Columbia,2,83,L,2023,D,2,<5
CYPC,British Columbia,2,83,L,2023,D,3,
CYPC,British Columbia,2,83,L,2023,D,4,
CYPC,British Columbia,2,83,L,2023,E,1,<5
CYPC,British Columbia,2,83,L,2023,E,2,<5
CYPC,British Columbia,2,83,L,2023,E,3,
CYPC,British Columbia,2,83,L,2023,E,4,
CYPC,British Columbia,2,83,L,2023,S,1,<5
CYPC,British Columbia,2,83,L,2023,S,2,<5
CYPC,British Columbia,2,83,L,2023,S,5,
CYPC,British Columbia,2,83,L,2023,S,6,
CYPC,British Columbia,2,84,L,2023,B,1,<5
CYPC,British Columbia,2,84,L,2023,B,2,<5
CYPC,British Columbia,2,84,L,2023,B,3,
CYPC,British Columbia,2,84,L,2023,B,4,
CYPC,British Columbia,2,84,L,2023,C,1,<5
CYPC,British Columbia,2,84,L,2023,C,2,<5
CYPC,British Columbia,2,84,L,2023,C,3,
CYPC,British Columbia,2,84,L,2023,C,4,
CYPC,British Columbia,2,84,L,2023,D,1,<5
CYPC,British Columbia,2,84,L,2023,D,2,<5
CYPC,British Columbia,2,84,L,2023,D,3,
CYPC,British Columbia,2,84,L,2023,D,4,
CYPC,British Columbia,2,84,L,2023,E,1,<5
CYPC,British Columbia,2,84,L,2023,E,2,<5
CYPC,British Columbia,2,84,L,2023,E,3,
CYPC,British Columbia,2,84,L,2023,E,4,
CYPC,British Columbia,2,84,L,2023,S,1,<5
CYPC,British Columbia,2,84,L,2023,S,2,<5
CYPC,British Columbia,2,84,L,2023,S,5,
CYPC,British Columbia,2,84,L,2023,S,6,
CYPC,British Columbia,2,85,L,2023,B,1,<5
CYPC,British Columbia,2,85,L,2023,B,2,<5
CYPC,British Columbia,2,85,L,2023,B,3,
CYPC,British Columbia,2,85,L,2023,B,4,
CYPC,British Columbia,2,85,L,2023,C,1,<5
CYPC,British Columbia,2,85,L,2023,C,2,<5
CYPC,British Columbia,2,85,L,2023,C,3,
CYPC,British Columbia,2,85,L,2023,C,4,
CYPC,British Columbia,2,85,L,2023,D,1,<5
CYPC,British Columbia,2,85,L,2023,D,2,<5
CYPC,British Columbia,2,85,L,2023,D,3,
CYPC,British Columbia,2,85,L,2023,D,4,
CYPC,British Columbia,2,85,L,2023,E,1,<5
CYPC,British Columbia,2,85,L,2023,E,2,<5
CYPC,British Columbia,2,85,L,2023,E,3,
CYPC,British Columbia,2,85,L,2023,E,4,
CYPC,British Columbia,2,85,L,2023,S,1,<5
CYPC,British Columbia,2,85,L,2023,S,2,<5
CYPC,British Columbia,2,85,L,2023,S,5,
CYPC,British Columbia,2,85,L,2023,S,6,
CYPC,British Columbia,2,90,L,2023,B,1,<5
CYPC,British Columbia,2,90,L,2023,B,2,<5
CYPC,British Columbia,2,90,L,2023,B,3,
CYPC,British Columbia,2,90,L,2023,B,4,
CYPC,British Columbia,2,90,L,2023,C,1,<5
CYPC,British Columbia,2,90,L,2023,C,2,<5
CYPC,British Columbia,2,90,L,2023,C,3,
CYPC,British Columbia,2,90,L,2023,C,4,
CYPC,British Columbia,2,90,L,2023,D,1,<5
CYPC,British Columbia,2,90,L,2023,D,2,<5
CYPC,British Columbia,2,90,L,2023,D,3,
CYPC,British Columbia,2,90,L,2023,D,4,
CYPC,British Columbia,2,90,L,2023,E,1,<5
CYPC,British Columbia,2,90,L,2023,E,2,<5
CYPC,British Columbia,2,90,L,2023,E,3,
CYPC,British Columbia,2,90,L,2023,E,4,
CYPC,British Columbia,2,90,L,2023,S,1,<5
CYPC,British Columbia,2,90,L,2023,S,2,10
CYPC,British Columbia,2,90,L,2023,S,5,
CYPC,British Columbia,2,90,L,2023,S,6,5.58
CYPC,British Columbia,2,91,L,2023,B,1,<5
CYPC,British Columbia,2,91,L,2023,B,2,<5
CYPC,British Columbia,2,91,L,2023,B,3,
CYPC,British Columbia,2,91,L,2023,B,4,
CYPC,British Columbia,2,91,L,2023,C,1,<5
CYPC,British Columbia,2,91,L,2023,C,2,<5
CYPC,British Columbia,2,91,L,2023,C,3,
CYPC,British Columbia,2,91,L,2023,C,4,
CYPC,British Columbia,2,91,L,2023,D,1,<5
CYPC,British Columbia,2,91,L,2023,D,2,<5
CYPC,British Columbia,2,91,L,2023,D,3,
CYPC,British Columbia,2,91,L,2023,D,4,
CYPC,British Columbia,2,91,L,2023,E,1,<5
CYPC,British Columbia,2,91,L,2023,E,2,<5
CYPC,British Columbia,2,91,L,2023,E,3,
CYPC,British Columbia,2,91,L,2023,E,4,
CYPC,British Columbia,2,91,L,2023,S,1,<5
CYPC,British Columbia,2,91,L,2023,S,2,<5
CYPC,British Columbia,2,91,L,2023,S,5,
CYPC,British Columbia,2,91,L,2023,S,6,
CYPC,British Columbia,2,92,L,2023,B,1,<5
CYPC,British Columbia,2,92,L,2023,B,2,<5
CYPC,British Columbia,2,92,L,2023,B,3,
CYPC,British Columbia,2,92,L,2023,B,4,
CYPC,British Columbia,2,92,L,2023,C,1,<5
CYPC,British Columbia,2,92,L,2023,C,2,<5
CYPC,British Columbia,2,92,L,2023,C,3,
CYPC,British Columbia,2,92,L,2023,C,4,
CYPC,British Columbia,2,92,L,2023,D,1,<5
CYPC,British Columbia,2,92,L,2023,D,2,<5
CYPC,British Columbia,2,92,L,2023,D,3,
CYPC,British Columbia,2,92,L,2023,D,4,
CYPC,British Columbia,2,92,L,2023,E,1,<5
CYPC,British Columbia,2,92,L,2023,E,2,<5
CYPC,British Columbia,2,92,L,2023,E,3,
CYPC,British Columbia,2,92,L,2023,E,4,
CYPC,British Columbia,2,92,L,2023,S,1,<5
CYPC,British Columbia,2,92,L,2023,S,2,<5
CYPC,British Columbia,2,92,L,2023,S,5,
CYPC,British Columbia,2,92,L,2023,S,6,
CYPC,British Columbia,2,93,L,2023,B,1,<5
CYPC,British Columbia,2,93,L,2023,B,2,<5
CYPC,British Columbia,2,93,L,2023,B,3,
CYPC,British Columbia,2,93,L,2023,B,4,
CYPC,British Columbia,2,93,L,2023,C,1,<5
CYPC,British Columbia,2,93,L,2023,C,2,<5
CYPC,British Columbia,2,93,L,2023,C,3,
CYPC,British Columbia,2,93,L,2023,C,4,
CYPC,British Columbia,2,93,L,2023,D,1,<5
CYPC,British Columbia,2,93,L,2023,D,2,<5
CYPC,British Columbia,2,93,L,2023,D,3,
CYPC,British Columbia,2,93,L,2023,D,4,
CYPC,British Columbia,2,93,L,2023,E,1,<5
CYPC,British Columbia,2,93,L,2023,E,2,<5
CYPC,British Columbia,2,93,L,2023,E,3,
CYPC,British Columbia,2,93,L,2023,E,4,
CYPC,British Columbia,2,93,L,2023,S,1,<5
CYPC,British Columbia,2,93,L,2023,S,2,<5
CYPC,British Columbia,2,93,L,2023,S,5,
CYPC,British Columbia,2,93,L,2023,S,6,
CYPC,British Columbia,2,94,L,2023,B,1,<5
CYPC,British Columbia,2,94,L,2023,B,2,<5
CYPC,British Columbia,2,94,L,2023,B,3,
CYPC,British Columbia,2,94,L,2023,B,4,
CYPC,British Columbia,2,94,L,2023,C,1,<5
CYPC,British Columbia,2,94,L,2023,C,2,<5
CYPC,British Columbia,2,94,L,2023,C,3,
CYPC,British Columbia,2,94,L,2023,C,4,
CYPC,British Columbia,2,94,L,2023,D,1,<5
CYPC,British Columbia,2,94,L,2023,D,2,<5
CYPC,British Columbia,2,94,L,2023,D,3,
CYPC,British Columbia,2,94,L,2023,D,4,
CYPC,British Columbia,2,94,L,2023,E,1,<5
CYPC,British Columbia,2,94,L,2023,E,2,<5
CYPC,British Columbia,2,94,L,2023,E,3,
CYPC,British Columbia,2,94,L,2023,E,4,
CYPC,British Columbia,2,94,L,2023,S,1,<5
CYPC,British Columbia,2,94,L,2023,S,2,<5
CYPC,British Columbia,2,94,L,2023,S,5,
CYPC,British Columbia,2,94,L,2023,S,6,
CYPC,British Columbia,2,95,L,2023,B,1,<5
CYPC,British Columbia,2,95,L,2023,B,2,<5
CYPC,British Columbia,2,95,L,2023,B,3,
CYPC,British Columbia,2,95,L,2023,B,4,
CYPC,British Columbia,2,95,L,2023,C,1,<5
CYPC,British Columbia,2,95,L,2023,C,2,<5
CYPC,British Columbia,2,95,L,2023,C,3,
CYPC,British Columbia,2,95,L,2023,C,4,
CYPC,British Columbia,2,95,L,2023,D,1,<5
CYPC,British Columbia,2,95,L,2023,D,2,<5
CYPC,British Columbia,2,95,L,2023,D,3,
CYPC,British Columbia,2,95,L,2023,D,4,
CYPC,British Columbia,2,95,L,2023,E,1,<5
CYPC,British Columbia,2,95,L,2023,E,2,<5
CYPC,British Columbia,2,95,L,2023,E,3,
CYPC,British Columbia,2,95,L,2023,E,4,
CYPC,British Columbia,2,95,L,2023,S,1,<5
CYPC,British Columbia,2,95,L,2023,S,2,<5
CYPC,British Columbia,2,95,L,2023,S,5,
CYPC,British Columbia,2,95,L,2023,S,6,
CYPC,British Columbia,2,100,L,2023,B,1,<5
CYPC,British Columbia,2,100,L,2023,B,2,<5
CYPC,British Columbia,2,100,L,2023,B,3,
CYPC,British Columbia,2,100,L,2023,B,4,
CYPC,British Columbia,2,100,L,2023,C,1,<5
CYPC,British Columbia,2,100,L,2023,C,2,<5
CYPC,British Columbia,2,100,L,2023,C,3,
CYPC,British Columbia,2,100,L,2023,C,4,
CYPC,British Columbia,2,100,L,2023,D,1,<5
CYPC,British Columbia,2,100,L,2023,D,2,<5
CYPC,British Columbia,2,100,L,2023,D,3,
CYPC,British Columbia,2,100,L,2023,D,4,
CYPC,British Columbia,2,100,L,2023,E,1,<5
CYPC,British Columbia,2,100,L,2023,E,2,<5
CYPC,British Columbia,2,100,L,2023,E,3,
CYPC,British Columbia,2,100,L,2023,E,4,
CYPC,British Columbia,2,100,L,2023,S,1,<5
CYPC,British Columbia,2,100,L,2023,S,2,<5
CYPC,British Columbia,2,100,L,2023,S,5,
CYPC,British Columbia,2,100,L,2023,S,6,
CYPC,British Columbia,2,101,L,2023,B,1,<5
CYPC,British Columbia,2,101,L,2023,B,2,<5
CYPC,British Columbia,2,101,L,2023,B,3,
CYPC,British Columbia,2,101,L,2023,B,4,
CYPC,British Columbia,2,101,L,2023,C,1,<5
CYPC,British Columbia,2,101,L,2023,C,2,<5
CYPC,British Columbia,2,101,L,2023,C,3,
CYPC,British Columbia,2,101,L,2023,C,4,
CYPC,British Columbia,2,101,L,2023,D,1,<5
CYPC,British Columbia,2,101,L,2023,D,2,<5
CYPC,British Columbia,2,101,L,2023,D,3,
CYPC,British Columbia,2,101,L,2023,D,4,
CYPC,British Columbia,2,101,L,2023,E,1,<5
CYPC,British Columbia,2,101,L,2023,E,2,<5
CYPC,British Columbia,2,101,L,2023,E,3,
CYPC,British Columbia,2,101,L,2023,E,4,
CYPC,British Columbia,2,101,L,2023,S,1,<5
CYPC,British Columbia,2,101,L,2023,S,2,<5
CYPC,British Columbia,2,101,L,2023,S,5,
CYPC,British Columbia,2,101,L,2023,S,6,
CYPC,British Columbia,2,102,L,2023,B,1,<5
CYPC,British Columbia,2,102,L,2023,B,2,<5
CYPC,British Columbia,2,102,L,2023,B,3,
CYPC,British Columbia,2,102,L,2023,B,4,
CYPC,British Columbia,2,102,L,2023,C,1,<5
CYPC,British Columbia,2,102,L,2023,C,2,<5
CYPC,British Columbia,2,102,L,2023,C,3,
CYPC,British Columbia,2,102,L,2023,C,4,
CYPC,British Columbia,2,102,L,2023,D,1,<5
CYPC,British Columbia,2,102,L,2023,D,2,<5
CYPC,British Columbia,2,102,L,2023,D,3,
