dataset,area,sex,ICCC,graph,year,age_group,measure,value_text
CYPC,British Columbia,1,62,L,2023,C,4,
CYPC,British Columbia,1,62,L,2023,D,1,<5
CYPC,British Columbia,1,62,L,2023,D,2,<5
CYPC,British Columbia,1,62,L,2023,D,3,
CYPC,British Columbia,1,62,L,2023,D,4,
CYPC,British Columbia,1,62,L,2023,E,1,<5
CYPC,British Columbia,1,62,L,2023,E,2,<5
CYPC,British Columbia,1,62,L,2023,E,3,
CYPC,British Columbia,1,62,L,2023,E,4,
CYPC,British Columbia,1,62,L,2023,S,1,<5
CYPC,British Columbia,1,62,L,2023,S,2,<5
CYPC,British Columbia,1,62,L,2023,S,5,
CYPC,British Columbia,1,62,L,2023,S,6,
CYPC,British Columbia,1,63,L,2023,B,1,<5
CYPC,British Columbia,1,63,L,2023,B,2,<5
CYPC,British Columbia,1,63,L,2023,B,3,
CYPC,British Columbia,1,63,L,2023,B,4,
CYPC,British Columbia,1,63,L,2023,C,1,<5
CYPC,British Columbia,1,63,L,2023,C,2,<5
CYPC,British Columbia,1,63,L,2023,C,3,
CYPC,British Columbia,1,63,L,2023,C,4,
CYPC,British Columbia,1,63,L,2023,D,1,<5
CYPC,British Columbia,1,63,L,2023,D,2,<5
CYPC,British Columbia,1,63,L,2023,D,3,
CYPC,British Columbia,1,63,L,2023,D,4,
CYPC,British Columbia,1,63,L,2023,E,1,<5
CYPC,British Columbia,1,63,L,2023,E,2,<5
CYPC,British Columbia,1,63,L,2023,E,3,
CYPC,British Columbia,1,63,L,2023,E,4,
CYPC,British Columbia,1,63,L,2023,S,1,<5
CYPC,British Columbia,1,63,L,2023,S,2,<5
CYPC,British Columbia,1,63,L,2023,S,5,
CYPC,British Columbia,1,63,L,2023,S,6,
CYPC,British Columbia,1,70,L,2023,B,1,<5
CYPC,British Columbia,1,70,L,2023,B,2,<5
CYPC,British Columbia,1,70,L,2023,B,3,
CYPC,British Columbia,1,70,L,2023,B,4,
CYPC,British Columbia,1,70,L,2023,C,1,<5
CYPC,British Columbia,1,70,L,2023,C,2,5
CYPC,British Columbia,1,70,L,2023,C,3,
CYPC,British Columbia,1,70,L,2023,C,4,10.67
CYPC,British Columbia,1,70,L,2023,D,1,<5
CYPC,British Columbia,1,70,L,2023,D,2,<5
CYPC,British Columbia,1,70,L,2023,D,3,
CYPC,British Columbia,1,70,L,2023,D,4,
CYPC,British Columbia,1,70,L,2023,E,1,<5
CYPC,British Columbia,1,70,L,2023,E,2,<5
CYPC,British Columbia,1,70,L,2023,E,3,
CYPC,British Columbia,1,70,L,2023,E,4,
CYPC,British Columbia,1,70,L,2023,S,1,<5
CYPC,British Columbia,1,70,L,2023,S,2,5
CYPC,British Columbia,1,70,L,2023,S,5,
CYPC,British Columbia,1,70,L,2023,S,6,3.78
CYPC,British Columbia,1,71,L,2023,B,1,<5
CYPC,British Columbia,1,71,L,2023,B,2,<5
CYPC,British Columbia,1,71,L,2023,B,3,
CYPC,British Columbia,1,71,L,2023,B,4,
CYPC,British Columbia,1,71,L,2023,C,1,<5
CYPC,British Columbia,1,71,L,2023,C,2,5
CYPC,British Columbia,1,71,L,2023,C,3,
CYPC,British Columbia,1,71,L,2023,C,4,10.67
CYPC,British Columbia,1,71,L,2023,D,1,<5
CYPC,British Columbia,1,71,L,2023,D,2,<5
CYPC,British Columbia,1,71,L,2023,D,3,
CYPC,British Columbia,1,71,L,2023,D,4,
CYPC,British Columbia,1,71,L,2023,E,1,<5
CYPC,British Columbia,1,71,L,2023,E,2,<5
CYPC,British Columbia,1,71,L,2023,E,3,
CYPC,British Columbia,1,71,L,2023,E,4,
CYPC,British Columbia,1,71,L,2023,S,1,<5
CYPC,British Columbia,1,71,L,2023,S,2,5
CYPC,British Columbia,1,71,L,2023,S,5,
CYPC,British Columbia,1,71,L,2023,S,6,3.78
CYPC,British Columbia,1,72,L,2023,B,1,<5
CYPC,British Columbia,1,72,L,2023,B,2,<5
CYPC,British Columbia,1,72,L,2023,B,3,
CYPC,British Columbia,1,72,L,2023,B,4,
CYPC,British Columbia,1,72,L,2023,C,1,<5
CYPC,British Columbia,1,72,L,2023,C,2,<5
CYPC,British Columbia,1,72,L,2023,C,3,
CYPC,British Columbia,1,72,L,2023,C,4,
CYPC,British Columbia,1,72,L,2023,D,1,<5
CYPC,British Columbia,1,72,L,2023,D,2,<5
CYPC,British Columbia,1,72,L,2023,D,3,
CYPC,British Columbia,1,72,L,2023,D,4,
CYPC,British Columbia,1,72,L,2023,E,1,<5
CYPC,British Columbia,1,72,L,2023,E,2,<5
CYPC,British Columbia,1,72,L,2023,E,3,
CYPC,British Columbia,1,72,L,2023,E,4,
CYPC,British Columbia,1,72,L,2023,S,1,<5
CYPC,British Columbia,1,72,L,2023,S,2,<5
CYPC,British Columbia,1,72,L,2023,S,5,
CYPC,British Columbia,1,72,L,2023,S,6,
CYPC,British Columbia,1,73,L,2023,B,1,<5
CYPC,British Columbia,1,73,L,2023,B,2,<5
CYPC,British Columbia,1,73,L,2023,B,3,
CYPC,British Columbia,1,73,L,2023,B,4,
CYPC,British Columbia,1,73,L,2023,C,1,<5
CYPC,British Columbia,1,73,L,2023,C,2,<5
CYPC,British Columbia,1,73,L,2023,C,3,
CYPC,British Columbia,1,73,L,2023,C,4,
CYPC,British Columbia,1,73,L,2023,D,1,<5
CYPC,British Columbia,1,73,L,2023,D,2,<5
CYPC,British Columbia,1,73,L,2023,D,3,
CYPC,British Columbia,1,73,L,2023,D,4,
CYPC,British Columbia,1,73,L,2023,E,1,<5
CYPC,British Columbia,1,73,L,2023,E,2,<5
CYPC,British Columbia,1,73,L,2023,E,3,
CYPC,British Columbia,1,73,L,2023,E,4,
CYPC,British Columbia,1,73,L,2023,S,1,<5
CYPC,British Columbia,1,73,L,2023,S,2,<5
CYPC,British Columbia,1,73,L,2023,S,5,
CYPC,British Columbia,1,73,L,2023,S,6,
CYPC,British Columbia,1,80,L,2023,B,1,<5
CYPC,British Columbia,1,80,L,2023,B,2,<5
CYPC,British Columbia,1,80,L,2023,B,3,
CYPC,British Columbia,1,80,L,2023,B,4,
CYPC,British Columbia,1,80,L,2023,C,1,<5
CYPC,British Columbia,1,80,L,2023,C,2,<5
CYPC,British Columbia,1,80,L,2023,C,3,
CYPC,British Columbia,1,80,L,2023,C,4,
CYPC,British Columbia,1,80,L,2023,D,1,<5
CYPC,British Columbia,1,80,L,2023,D,2,<5
CYPC,British Columbia,1,80,L,2023,D,3,
CYPC,British Columbia,1,80,L,2023,D,4,
CYPC,British Columbia,1,80,L,2023,E,1,<5
CYPC,British Columbia,1,80,L,2023,E,2,15
CYPC,British Columbia,1,80,L,2023,E,3,
CYPC,British Columbia,1,80,L,2023,E,4,22.4
CYPC,British Columbia,1,80,L,2023,S,1,<5
CYPC,British Columbia,1,80,L,2023,S,2,15
CYPC,British Columbia,1,80,L,2023,S,5,
CYPC,British Columbia,1,80,L,2023,S,6,6.76
CYPC,British Columbia,1,81,L,2023,B,1,<5
CYPC,British Columbia,1,81,L,2023,B,2,<5
CYPC,British Columbia,1,81,L,2023,B,3,
CYPC,British Columbia,1,81,L,2023,B,4,
CYPC,British Columbia,1,81,L,2023,C,1,<5
CYPC,British Columbia,1,81,L,2023,C,2,<5
CYPC,British Columbia,1,81,L,2023,C,3,
CYPC,British Columbia,1,81,L,2023,C,4,
CYPC,British Columbia,1,81,L,2023,D,1,<5
CYPC,British Columbia,1,81,L,2023,D,2,<5
CYPC,British Columbia,1,81,L,2023,D,3,
CYPC,British Columbia,1,81,L,2023,D,4,
CYPC,British Columbia,1,81,L,2023,E,1,<5
CYPC,British Columbia,1,81,L,2023,E,2,5
CYPC,British Columbia,1,81,L,2023,E,3,
CYPC,British Columbia,1,81,L,2023,E,4,7.47
CYPC,British Columbia,1,81,L,2023,S,1,<5
CYPC,British Columbia,1,81,L,2023,S,2,5
CYPC,British Columbia,1,81,L,2023,S,5,
CYPC,British Columbia,1,81,L,2023,S,6,3.65
CYPC,British Columbia,1,82,L,2023,B,1,<5
CYPC,British Columbia,1,82,L,2023,B,2,<5
CYPC,British Columbia,1,82,L,2023,B,3,
CYPC,British Columbia,1,82,L,2023,B,4,
CYPC,British Columbia,1,82,L,2023,C,1,<5
CYPC,British Columbia,1,82,L,2023,C,2,<5
CYPC,British Columbia,1,82,L,2023,C,3,
CYPC,British Columbia,1,82,L,2023,C,4,
CYPC,British Columbia,1,82,L,2023,D,1,<5
CYPC,British Columbia,1,82,L,2023,D,2,<5
CYPC,British Columbia,1,82,L,2023,D,3,
CYPC,British Columbia,1,82,L,2023,D,4,
CYPC,British Columbia,1,82,L,2023,E,1,<5
CYPC,British Columbia,1,82,L,2023,E,2,<5
CYPC,British Columbia,1,82,L,2023,E,3,
CYPC,British Columbia,1,82,L,2023,E,4,
CYPC,British Columbia,1,82,L,2023,S,1,<5
CYPC,British Columbia,1,82,L,2023,S,2,<5
CYPC,British Columbia,1,82,L,2023,S,5,
CYPC,British Columbia,1,82,L,2023,S,6,
CYPC,British Columbia,1,83,L,2023,B,1,<5
CYPC,British Columbia,1,83,L,2023,B,2,<5
CYPC,British Columbia,1,83,L,2023,B,3,
CYPC,British Columbia,1,83,L,2023,B,4,
CYPC,British Columbia,1,83,L,2023,C,1,<5
CYPC,British Columbia,1,83,L,2023,C,2,<5
CYPC,British Columbia,1,83,L,2023,C,3,
CYPC,British Columbia,1,83,L,2023,C,4,
CYPC,British Columbia,1,83,L,2023,D,1,<5
CYPC,British Columbia,1,83,L,2023,D,2,<5
CYPC,British Columbia,1,83,L,2023,D,3,
CYPC,British Columbia,1,83,L,2023,D,4,
CYPC,British Columbia,1,83,L,2023,E,1,<5
CYPC,British Columbia,1,83,L,2023,E,2,5
CYPC,British Columbia,1,83,L,2023,E,3,
CYPC,British Columbia,1,83,L,2023,E,4,7.47
CYPC,British Columbia,1,83,L,2023,S,1,<5
CYPC,British Columbia,1,83,L,2023,S,2,5
CYPC,British Columbia,1,83,L,2023,S,5,
CYPC,British Columbia,1,83,L,2023,S,6,2.59
CYPC,British Columbia,1,84,L,2023,B,1,<5
CYPC,British Columbia,1,84,L,2023,B,2,<5
CYPC,British Columbia,1,84,L,2023,B,3,
CYPC,British Columbia,1,84,L,2023,B,4,
CYPC,British Columbia,1,84,L,2023,C,1,<5
CYPC,British Columbia,1,84,L,2023,C,2,<5
CYPC,British Columbia,1,84,L,2023,C,3,
CYPC,British Columbia,1,84,L,2023,C,4,
CYPC,British Columbia,1,84,L,2023,D,1,<5
CYPC,British Columbia,1,84,L,2023,D,2,<5
CYPC,British Columbia,1,84,L,2023,D,3,
CYPC,British Columbia,1,84,L,2023,D,4,
CYPC,British Columbia,1,84,L,2023,E,1,<5
CYPC,British Columbia,1,84,L,2023,E,2,<5
CYPC,British Columbia,1,84,L,2023,E,3,
CYPC,British Columbia,1,84,L,2023,E,4,
CYPC,British Columbia,1,84,L,2023,S,1,<5
CYPC,British Columbia,1,84,L,2023,S,2,<5
CYPC,British Columbia,1,84,L,2023,S,5,
CYPC,British Columbia,1,84,L,2023,S,6,
CYPC,British Columbia,1,85,L,2023,B,1,<5
CYPC,British Columbia,1,85,L,2023,B,2,<5
CYPC,British Columbia,1,85,L,2023,B,3,
CYPC,British Columbia,1,85,L,2023,B,4,
CYPC,British Columbia,1,85,L,2023,C,1,<5
CYPC,British Columbia,1,85,L,2023,C,2,<5
CYPC,British Columbia,1,85,L,2023,C,3,
CYPC,British Columbia,1,85,L,2023,C,4,
CYPC,British Columbia,1,85,L,2023,D,1,<5
CYPC,British Columbia,1,85,L,2023,D,2,<5
CYPC,British Columbia,1,85,L,2023,D,3,
CYPC,British Columbia,1,85,L,2023,D,4,
CYPC,British Columbia,1,85,L,2023,E,1,<5
CYPC,British Columbia,1,85,L,2023,E,2,<5
CYPC,British Columbia,1,85,L,2023,E,3,
CYPC,British Columbia,1,85,L,2023,E,4,
CYPC,British Columbia,1,85,L,2023,S,1,<5
CYPC,British Columbia,1,85,L,2023,S,2,<5
CYPC,British Columbia,1,85,L,2023,S,5,
CYPC,British Columbia,1,85,L,2023,S,6,
CYPC,British Columbia,1,90,L,2023,B,1,<5
CYPC,British Columbia,1,90,L,2023,B,2,<5
CYPC,British Columbia,1,90,L,2023,B,3,
CYPC,British Columbia,1,90,L,2023,B,4,
CYPC,British Columbia,1,90,L,2023,C,1,<5
CYPC,British Columbia,1,90,L,2023,C,2,<5
CYPC,British Columbia,1,90,L,2023,C,3,
CYPC,British Columbia,1,90,L,2023,C,4,
CYPC,British Columbia,1,90,L,2023,D,1,<5
CYPC,British Columbia,1,90,L,2023,D,2,<5
CYPC,British Columbia,1,90,L,2023,D,3,
CYPC,British Columbia,1,90,L,2023,D,4,
CYPC,British Columbia,1,90,L,2023,E,1,<5
CYPC,British Columbia,1,90,L,2023,E,2,5
CYPC,British Columbia,1,90,L,2023,E,3,
CYPC,British Columbia,1,90,L,2023,E,4,7.47
CYPC,British Columbia,1,90,L,2023,S,1,<5
CYPC,British Columbia,1,90,L,2023,S,2,10
CYPC,British Columbia,1,90,L,2023,S,5,
CYPC,British Columbia,1,90,L,2023,S,6,5.83
CYPC,British Columbia,1,91,L,2023,B,1,<5
CYPC,British Columbia,1,91,L,2023,B,2,<5
CYPC,British Columbia,1,91,L,2023,B,3,
CYPC,British Columbia,1,91,L,2023,B,4,
CYPC,British Columbia,1,91,L,2023,C,1,<5
CYPC,British Columbia,1,91,L,2023,C,2,<5
CYPC,British Columbia,1,91,L,2023,C,3,
CYPC,British Columbia,1,91,L,2023,C,4,
CYPC,British Columbia,1,91,L,2023,D,1,<5
CYPC,British Columbia,1,91,L,2023,D,2,<5
CYPC,British Columbia,1,91,L,2023,D,3,
CYPC,British Columbia,1,91,L,2023,D,4,
CYPC,British Columbia,1,91,L,2023,E,1,<5
CYPC,British Columbia,1,91,L,2023,E,2,<5
CYPC,British Columbia,1,91,L,2023,E,3,
CYPC,British Columbia,1,91,L,2023,E,4,
CYPC,British Columbia,1,91,L,2023,S,1,<5
CYPC,British Columbia,1,91,L,2023,S,2,<5
CYPC,British Columbia,1,91,L,2023,S,5,
CYPC,British Columbia,1,91,L,2023,S,6,
CYPC,British Columbia,1,92,L,2023,B,1,<5
CYPC,British Columbia,1,92,L,2023,B,2,<5
CYPC,British Columbia,1,92,L,2023,B,3,
CYPC,British Columbia,1,92,L,2023,B,4,
CYPC,British Columbia,1,92,L,2023,C,1,<5
CYPC,British Columbia,1,92,L,2023,C,2,<5
CYPC,British Columbia,1,92,L,2023,C,3,
CYPC,British Columbia,1,92,L,2023,C,4,
CYPC,British Columbia,1,92,L,2023,D,1,<5
CYPC,British Columbia,1,92,L,2023,D,2,<5
CYPC,British Columbia,1,92,L,2023,D,3,
CYPC,British Columbia,1,92,L,2023,D,4,
CYPC,British Columbia,1,92,L,2023,E,1,<5
CYPC,British Columbia,1,92,L,2023,E,2,<5
CYPC,British Columbia,1,92,L,2023,E,3,
CYPC,British Columbia,1,92,L,2023,E,4,
CYPC,British Columbia,1,92,L,2023,S,1,<5
CYPC,British Columbia,1,92,L,2023,S,2,<5
CYPC,British Columbia,1,92,L,2023,S,5,
CYPC,British Columbia,1,92,L,2023,S,6,
CYPC,British Columbia,1,93,L,2023,B,1,<5
CYPC,British Columbia,1,93,L,2023,B,2,<5
CYPC,British Columbia,1,93,L,2023,B,3,
CYPC,British Columbia,1,93,L,2023,B,4,
CYPC,British Columbia,1,93,L,2023,C,1,<5
CYPC,British Columbia,1,93,L,2023,C,2,<5
CYPC,British Columbia,1,93,L,2023,C,3,
CYPC,British Columbia,1,93,L,2023,C,4,
CYPC,British Columbia,1,93,L,2023,D,1,<5
CYPC,British Columbia,1,93,L,2023,D,2,<5
CYPC,British Columbia,1,93,L,2023,D,3,
CYPC,British Columbia,1,93,L,2023,D,4,
CYPC,British Columbia,1,93,L,2023,E,1,<5
CYPC,British Columbia,1,93,L,2023,E,2,<5
CYPC,British Columbia,1,93,L,2023,E,3,
CYPC,British Columbia,1,93,L,2023,E,4,
CYPC,British Columbia,1,93,L,2023,S,1,<5
CYPC,British Columbia,1,93,L,2023,S,2,<5
CYPC,British Columbia,1,93,L,2023,S,5,
CYPC,British Columbia,1,93,L,2023,S,6,
CYPC,British Columbia,1,94,L,2023,B,1,<5
CYPC,British Columbia,1,94,L,2023,B,2,<5
CYPC,British Columbia,1,94,L,2023,B,3,
CYPC,British Columbia,1,94,L,2023,B,4,
CYPC,British Columbia,1,94,L,2023,C,1,<5
CYPC,British Columbia,1,94,L,2023,C,2,<5
CYPC,British Columbia,1,94,L,2023,C,3,
CYPC,British Columbia,1,94,L,2023,C,4,
CYPC,British Columbia,1,94,L,2023,D,1,<5
CYPC,British Columbia,1,94,L,2023,D,2,<5
CYPC,British Columbia,1,94,L,2023,D,3,
CYPC,British Columbia,1,94,L,2023,D,4,
CYPC,British Columbia,1,94,L,2023,E,1,<5
CYPC,British Columbia,1,94,L,2023,E,2,<5
CYPC,British Columbia,1,94,L,2023,E,3,
CYPC,British Columbia,1,94,L,2023,E,4,
CYPC,British Columbia,1,94,L,2023,S,1,<5
CYPC,British Columbia,1,94,L,2023,S,2,<5
CYPC,British Columbia,1,94,L,2023,S,5,
CYPC,British Columbia,1,94,L,2023,S,6,
CYPC,British Columbia,1,95,L,2023,B,1,<5
CYPC,British Columbia,1,95,L,2023,B,2,<5
CYPC,British Columbia,1,95,L,2023,B,3,
CYPC,British Columbia,1,95,L,2023,B,4,
CYPC,British Columbia,1,95,L,2023,C,1,<5
CYPC,British Columbia,1,95,L,2023,C,2,<5
CYPC,British Columbia,1,95,L,2023,C,3,
CYPC,British Columbia,1,95,L,2023,C,4,
CYPC,British Columbia,1,95,L,2023,D,1,<5
CYPC,British Columbia,1,95,L,2023,D,2,<5
CYPC,British Columbia,1,95,L,2023,D,3,
CYPC,British Columbia,1,95,L,2023,D,4,
CYPC,British Columbia,1,95,L,2023,E,1,<5
CYPC,British Columbia,1,95,L,2023,E,2,<5
CYPC,British Columbia,1,95,L,2023,E,3,
CYPC,British Columbia,1,95,L,2023,E,4,
CYPC,British Columbia,1,95,L,2023,S,1,<5
CYPC,British Columbia,1,95,L,2023,S,2,<5
CYPC,British Columbia,1,95,L,2023,S,5,
CYPC,British Columbia,1,95,L,2023,S,6,
CYPC,British Columbia,1,100,L,2023,B,1,<5
CYPC,British Columbia,1,100,L,2023,B,2,<5
CYPC,British Columbia,1,100,L,2023,B,3,
CYPC,British Columbia,1,100,L,2023,B,4,
CYPC,British Columbia,1,100,L,2023,C,1,<5
CYPC,British Columbia,1,100,L,2023,C,2,<5
CYPC,British Columbia,1,100,L,2023,C,3,
CYPC,British Columbia,1,100,L,2023,C,4,
CYPC,British Columbia,1,100,L,2023,D,1,<5
CYPC,British Columbia,1,100,L,2023,D,2,<5
CYPC,British Columbia,1,100,L,2023,D,3,
CYPC,British Columbia,1,100,L,2023,D,4,
CYPC,British Columbia,1,100,L,2023,E,1,<5
CYPC,British Columbia,1,100,L,2023,E,2,10
CYPC,British Columbia,1,100,L,2023,E,3,
CYPC,British Columbia,1,100,L,2023,E,4,14.94
CYPC,British Columbia,1,100,L,2023,S,1,<5
CYPC,British Columbia,1,100,L,2023,S,2,10
CYPC,British Columbia,1,100,L,2023,S,5,
CYPC,British Columbia,1,100,L,2023,S,6,5.79
CYPC,British Columbia,1,101,L,2023,B,1,<5
CYPC,British Columbia,1,101,L,2023,B,2,<5
CYPC,British Columbia,1,101,L,2023,B,3,
CYPC,British Columbia,1,101,L,2023,B,4,
CYPC,British Columbia,1,101,L,2023,C,1,<5
CYPC,British Columbia,1,101,L,2023,C,2,<5
CYPC,British Columbia,1,101,L,2023,C,3,
CYPC,British Columbia,1,101,L,2023,C,4,
CYPC,British Columbia,1,101,L,2023,D,1,<5
CYPC,British Columbia,1,101,L,2023,D,2,<5
CYPC,British Columbia,1,101,L,2023,D,3,
CYPC,British Columbia,1,101,L,2023,D,4,
CYPC,British Columbia,1,101,L,2023,E,1,<5
CYPC,British Columbia,1,101,L,2023,E,2,5
CYPC,British Columbia,1,101,L,2023,E,3,
CYPC,British Columbia,1,101,L,2023,E,4,7.47
CYPC,British Columbia,1,101,L,2023,S,1,<5
CYPC,British Columbia,1,101,L,2023,S,2,10
CYPC,British Columbia,1,101,L,2023,S,5,
CYPC,British Columbia,1,101,L,2023,S,6,3.11
CYPC,British Columbia,1,102,L,2023,B,1,<5
CYPC,British Columbia,1,102,L,2023,B,2,<5
CYPC,British Columbia,1,102,L,2023,B,3,
CYPC,British Columbia,1,102,L,2023,B,4,
CYPC,British Columbia,1,102,L,2023,C,1,<5
CYPC,British Columbia,1,102,L,2023,C,2,<5
CYPC,British Columbia,1,102,L,2023,C,3,
CYPC,British Columbia,1,102,L,2023,C,4,
CYPC,British Columbia,1,102,L,2023,D,1,<5
CYPC,British Columbia,1,102,L,2023,D,2,<5
CYPC,British Columbia,1,102,L,2023,D,3,
CYPC,British Columbia,1,102,L,2023,D,4,
CYPC,British Columbia,1,102,L,2023,E,1,<5
CYPC,British Columbia,1,102,L,2023,E,2,<5
CYPC,British Columbia,1,102,L,2023,E,3,
CYPC,British Columbia,1,102,L,2023,E,4,
CYPC,British Columbia,1,102,L,2023,S,1,<5
CYPC,British Columbia,1,102,L,2023,S,2,<5
CYPC,British Columbia,1,102,L,2023,S,5,
CYPC,British Columbia,1,102,L,2023,S,6,
CYPC,British Columbia,1,103,L,2023,B,1,<5
CYPC,British Columbia,1,103,L,2023,B,2,<5
CYPC,British Columbia,1,103,L,2023,B,3,
CYPC,British Columbia,1,103,L,2023,B,4,
CYPC,British Columbia,1,103,L,2023,C,1,<5
CYPC,British Columbia,1,103,L,2023,C,2,<5
CYPC,British Columbia,1,103,L,2023,C,3,
CYPC,British Columbia,1,103,L,2023,C,4,
CYPC,British Columbia,1,103,L,2023,D,1,<5
CYPC,British Columbia,1,103,L,2023,D,2,<5
CYPC,British Columbia,1,103,L,2023,D,3,
CYPC,British Columbia,1,103,L,2023,D,4,
CYPC,British Columbia,1,103,L,2023,E,1,<5
CYPC,British Columbia,1,103,L,2023,E,2,<5
CYPC,British Columbia,1,103,L,2023,E,3,
CYPC,British Columbia,1,103,L,2023,E,4,
CYPC,British Columbia,1,103,L,2023,S,1,<5
CYPC,British Columbia,1,103,L,2023,S,2,<5
CYPC,British Columbia,1,103,L,2023,S,5,
CYPC,British Columbia,1,103,L,2023,S,6,
CYPC,British Columbia,1,104,L,2023,B,1,<5
CYPC,British Columbia,1,104,L,2023,B,2,<5
CYPC,British Columbia,1,104,L,2023,B,3,
CYPC,British Columbia,1,104,L,2023,B,4,
CYPC,British Columbia,1,104,L,2023,C,1,<5
CYPC,British Columbia,1,104,L,2023,C,2,<5
CYPC,British Columbia,1,104,L,2023,C,3,
CYPC,British Columbia,1,104,L,2023,C,4,
CYPC,British Columbia,1,104,L,2023,D,1,<5
CYPC,British Columbia,1,104,L,2023,D,2,<5
CYPC,British Columbia,1,104,L,2023,D,3,
CYPC,British Columbia,1,104,L,2023,D,4,
CYPC,British Columbia,1,104,L,2023,E,1,<5
CYPC,British Columbia,1,104,L,2023,E,2,<5
CYPC,British Columbia,1,104,L,2023,E,3,
CYPC,British Columbia,1,104,L,2023,E,4,
CYPC,British Columbia,1,104,L,2023,S,1,<5
CYPC,British Columbia,1,104,L,2023,S,2,<5
CYPC,British Columbia,1,104,L,2023,S,5,
CYPC,British Columbia,1,104,L,2023,S,6,
CYPC,British Columbia,1,105,L,2023,B,1,<5
CYPC,British Columbia,1,105,L,2023,B,2,<5
CYPC,British Columbia,1,105,L,2023,B,3,
CYPC,British Columbia,1,105,L,2023,B,4,
CYPC,British Columbia,1,105,L,2023,C,1,<5
CYPC,British Columbia,1,105,L,2023,C,2,<5
CYPC,British Columbia,1,105,L,2023,C,3,
CYPC,British Columbia,1,105,L,2023,C,4,
CYPC,British Columbia,1,105,L,2023,D,1,<5
CYPC,British Columbia,1,105,L,2023,D,2,<5
CYPC,British Columbia,1,105,L,2023,D,3,
CYPC,British Columbia,1,105,L,2023,D,4,
CYPC,British Columbia,1,105,L,2023,E,1,<5
CYPC,British Columbia,1,105,L,2023,E,2,<5
CYPC,British Columbia,1,105,L,2023,E,3,
CYPC,British Columbia,1,105,L,2023,E,4,
CYPC,British Columbia,1,105,L,2023,S,1,<5
CYPC,British Columbia,1,105,L,2023,S,2,<5
CYPC,British Columbia,1,105,L,2023,S,5,
CYPC,British Columbia,1,105,L,2023,S,6,
CYPC,British Columbia,1,110,L,2023,B,1,<5
CYPC,British Columbia,1,110,L,2023,B,2,<5
CYPC,British Columbia,1,110,L,2023,B,3,
CYPC,British Columbia,1,110,L,2023,B,4,
CYPC,British Columbia,1,110,L,2023,C,1,<5
CYPC,British Columbia,1,110,L,2023,C,2,<5
CYPC,British Columbia,1,110,L,2023,C,3,
CYPC,British Columbia,1,110,L,2023,C,4,
CYPC,British Columbia,1,110,L,2023,D,1,<5
CYPC,British Columbia,1,110,L,2023,D,2,<5
CYPC,British Columbia,1,110,L,2023,D,3,
CYPC,British Columbia,1,110,L,2023,D,4,
CYPC,British Columbia,1,110,L,2023,E,1,<5
CYPC,British Columbia,1,110,L,2023,E,2,5
CYPC,British Columbia,1,110,L,2023,E,3,
CYPC,British Columbia,1,110,L,2023,E,4,7.47
CYPC,British Columbia,1,110,L,2023,S,1,<5
CYPC,British Columbia,1,110,L,2023,S,2,5
CYPC,British Columbia,1,110,L,2023,S,5,
CYPC,British Columbia,1,110,L,2023,S,6,3.66
CYPC,British Columbia,1,111,L,2023,B,1,<5
CYPC,British Columbia,1,111,L,2023,B,2,<5
CYPC,British Columbia,1,111,L,2023,B,3,
CYPC,British Columbia,1,111,L,2023,B,4,
CYPC,British Columbia,1,111,L,2023,C,1,<5
CYPC,British Columbia,1,111,L,2023,C,2,<5
CYPC,British Columbia,1,111,L,2023,C,3,
CYPC,British Columbia,1,111,L,2023,C,4,
CYPC,British Columbia,1,111,L,2023,D,1,<5
CYPC,British Columbia,1,111,L,2023,D,2,<5
CYPC,British Columbia,1,111,L,2023,D,3,
CYPC,British Columbia,1,111,L,2023,D,4,
CYPC,British Columbia,1,111,L,2023,E,1,<5
CYPC,British Columbia,1,111,L,2023,E,2,<5
CYPC,British Columbia,1,111,L,2023,E,3,
CYPC,British Columbia,1,111,L,2023,E,4,
CYPC,British Columbia,1,111,L,2023,S,1,<5
CYPC,British Columbia,1,111,L,2023,S,2,<5
CYPC,British Columbia,1,111,L,2023,S,5,
CYPC,British Columbia,1,111,L,2023,S,6,
CYPC,British Columbia,1,112,L,2023,B,1,<5
CYPC,British Columbia,1,112,L,2023,B,2,<5
CYPC,British Columbia,1,112,L,2023,B,3,
CYPC,British Columbia,1,112,L,2023,B,4,
CYPC,British Columbia,1,112,L,2023,C,1,<5
CYPC,British Columbia,1,112,L,2023,C,2,<5
CYPC,British Columbia,1,112,L,2023,C,3,
CYPC,British Columbia,1,112,L,2023,C,4,
CYPC,British Columbia,1,112,L,2023,D,1,<5
CYPC,British Columbia,1,112,L,2023,D,2,<5
CYPC,British Columbia,1,112,L,2023,D,3,
CYPC,British Columbia,1,112,L,2023,D,4,
CYPC,British Columbia,1,112,L,2023,E,1,<5
CYPC,British Columbia,1,112,L,2023,E,2,<5
CYPC,British Columbia,1,112,L,2023,E,3,
CYPC,British Columbia,1,112,L,2023,E,4,
CYPC,British Columbia,1,112,L,2023,S,1,<5
CYPC,British Columbia,1,112,L,2023,S,2,<5
CYPC,British Columbia,1,112,L,2023,S,5,
CYPC,British Columbia,1,112,L,2023,S,6,
CYPC,British Columbia,1,113,L,2023,B,1,<5
CYPC,British Columbia,1,113,L,2023,B,2,<5
